epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,9387.35,0.32157,0.20204,0.0007,0.99134,0.94903,0.97387,0.9678,0.16872,0.21665,0.00191,0.00440256,0.00146752,0.00440256,0.00146752,0.00440256,0.00146752,0.00440256,0.00146752
130,9460.17,0.32227,0.21016,0.0007,0.99175,0.94695,0.97282,0.9668,0.16858,0.18548,0.0019,0.00420258,0.00140086,0.00420258,0.00140086,0.00420258,0.00140086,0.00420258,0.00140086
131,9533.21,0.31769,0.20111,0.00069,0.99177,0.94944,0.9742,0.96814,0.16801,0.18017,0.0019,0.0040026,0.0013342,0.0040026,0.0013342,0.0040026,0.0013342,0.0040026,0.0013342
132,9604,0.31614,0.20408,0.00069,0.99221,0.94985,0.97445,0.96827,0.16807,0.18099,0.0019,0.00380262,0.00126754,0.00380262,0.00126754,0.00380262,0.00126754,0.00380262,0.00126754
133,9679.92,0.31391,0.20128,0.00068,0.99306,0.9482,0.97355,0.96754,0.16831,0.18309,0.0019,0.00360264,0.00120088,0.00360264,0.00120088,0.00360264,0.00120088,0.00360264,0.00120088
134,9749.61,0.31108,0.20315,0.00068,0.99263,0.94861,0.97376,0.96758,0.16826,0.18093,0.0019,0.00340266,0.00113422,0.00340266,0.00113422,0.00340266,0.00113422,0.00340266,0.00113422
135,9823.65,0.30909,0.19765,0.00067,0.99349,0.9482,0.97356,0.96718,0.16846,0.17921,0.0019,0.00320268,0.00106756,0.00320268,0.00106756,0.00320268,0.00106756,0.00320268,0.00106756
136,9897.3,0.30654,0.20267,0.00066,0.99348,0.94778,0.97334,0.96708,0.16888,0.17749,0.00191,0.0030027,0.0010009,0.0030027,0.0010009,0.0030027,0.0010009,0.0030027,0.0010009
137,9967.05,0.30991,0.1988,0.00067,0.99348,0.94778,0.97337,0.96723,0.16833,0.14496,0.0019,0.00280272,0.00093424,0.00280272,0.00093424,0.00280272,0.00093424,0.00280272,0.00093424
138,10036.6,0.30307,0.19691,0.00066,0.99263,0.94861,0.97379,0.96767,0.16705,0.13237,0.0019,0.00260274,0.00086758,0.00260274,0.00086758,0.00260274,0.00086758,0.00260274,0.00086758
139,10106.3,0.3058,0.1932,0.00066,0.99348,0.94654,0.9727,0.96695,0.16689,0.13046,0.0019,0.00240276,0.00080092,0.00240276,0.00080092,0.00240276,0.00080092,0.00240276,0.00080092
140,10176.1,0.30085,0.18995,0.00065,0.99261,0.94613,0.97247,0.96688,0.16642,0.13141,0.0019,0.00220278,0.00073426,0.00220278,0.00073426,0.00220278,0.00073426,0.00220278,0.00073426
141,10248.7,0.24888,0.17045,0.0006,0.99349,0.94903,0.97407,0.96839,0.16561,0.13031,0.00189,0.0020028,0.0006676,0.0020028,0.0006676,0.0020028,0.0006676,0.0020028,0.0006676
142,10320.3,0.24771,0.17336,0.0006,0.99349,0.94903,0.97406,0.96857,0.16395,0.13005,0.00187,0.00180282,0.00060094,0.00180282,0.00060094,0.00180282,0.00060094,0.00180282,0.00060094
143,10391.8,0.24408,0.17014,0.00058,0.9922,0.94861,0.9738,0.96843,0.16331,0.12936,0.00185,0.00160284,0.00053428,0.00160284,0.00053428,0.00160284,0.00053428,0.00160284,0.00053428
144,10463.3,0.24086,0.16373,0.00058,0.99348,0.94737,0.97319,0.96783,0.16231,0.13157,0.00185,0.00140286,0.00046762,0.00140286,0.00046762,0.00140286,0.00046762,0.00140286,0.00046762
145,10534.8,0.23616,0.16384,0.00056,0.99264,0.95027,0.97477,0.96945,0.1614,0.1296,0.00185,0.00120288,0.00040096,0.00120288,0.00040096,0.00120288,0.00040096,0.00120288,0.00040096
146,10606.2,0.23287,0.1544,0.00055,0.99436,0.94903,0.97412,0.96893,0.16034,0.13098,0.00183,0.0010029,0.0003343,0.0010029,0.0003343,0.0010029,0.0003343,0.0010029,0.0003343
147,10678.5,0.23348,0.15503,0.00055,0.99479,0.95027,0.97482,0.96973,0.15986,0.12985,0.00183,0.00080292,0.00026764,0.00080292,0.00026764,0.00080292,0.00026764,0.00080292,0.00026764
148,10750.8,0.22929,0.14999,0.00054,0.99478,0.9482,0.97365,0.9686,0.15954,0.12899,0.00183,0.00060294,0.00020098,0.00060294,0.00020098,0.00060294,0.00020098,0.00060294,0.00020098
149,10822.2,0.22695,0.14862,0.00053,0.99478,0.94695,0.97301,0.96819,0.15914,0.13114,0.00183,0.00040296,0.00013432,0.00040296,0.00013432,0.00040296,0.00013432,0.00040296,0.00013432
150,10894.4,0.22462,0.14851,0.00053,0.99478,0.94737,0.97321,0.9683,0.15894,0.13291,0.00183,0.00020298,6.766e-05,0.00020298,6.766e-05,0.00020298,6.766e-05,0.00020298,6.766e-05
